name, artist, album, genre, played
Upside Down,A*Teens,Teen Spirit,Pop,1
Dhaakad (Aamir Khan Version),Aamir Khan,Dangal (Original Motion Picture Soundtrack),Bollywood,1
Black or White (Studio),Adam Lambert,American Idol,Other,1
Born to Be Wild (studio),Adam Lambert,American Idol,Other,1
Ring of Fire [Studio Version],Adam Lambert,American Idol,Other,1
Cryin',Adam Lambert,American Idol,Other,1
The Tracks of My Tears,Adam Lambert,American Idol,Other,1
Crying,Adam Lambert,American Idol,Other,1
Mad World,Adam Lambert,American Idol,Other,1
Satisfaction,Adam Lambert,American Idol,Other,1
Baadal,"Adnan Sami, Alka Yagnik",Yuva,A.R.Rahman - Hindi,1
I Don't Want to Miss a Thing,Aerosmith,Aerosmith,Rock,1
Same Old Song And Dance,Aerosmith,Aerosmith's Greatest Hits,Rock,1
Remember (Walking In The Sand),Aerosmith,Aerosmith's Greatest Hits,Rock,1
Muthada Chammak,"Akon, Vishal Dadlani, Hamsika Iyer",Ra One,Soundtrack,1
C C 2 C,Akshay Kumar & Bohemia,Chandni Chowk To China,Hindi Soundtrack,1
Margarita,Alex Fox,Fly Away,Flamenco,1
Dobby,Alexandre Desplat,Harry Potter and the Deathly Hallows,Score,1
Ron's Speech,Alexandre Desplat,Harry Potter and the Deathly Hallows,Score,1
"Agar Tum Saath Ho (from ""Tamasha"")",Alka Yagnik & Arijit Singh,A. R. Rahman Classics,Bollywood,1
Milo Wahan Wahan,Alka Yagnik & Jayachandran,Ada,A.R.Rahman - Hindi,1
Bust Your Windows,Amber Riley,Glee - The Music [Vol.1],Soundtracks,1
Don't Make Me Over,Amber Riley,Glee Disc 2,Awesome,1
Not Sure Yet,Andy Lange,Wherever You Wanna Go,Alternative,1
Danny Boy,Andy Williams,Platinum Collection,"Traditional Pop, Jazz, Country, Pop",1
Misty,Andy Williams,Platinum Collection,"Traditional Pop, Jazz, Country, Pop",1
Kisses Sweeter Than Wine,Andy Williams,Platinum Collection,"Traditional Pop, Jazz, Country, Pop",1
The Village of St. Bernadette,Andy Williams,Platinum Collection,"Traditional Pop, Jazz, Country, Pop",1
The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams,Platinum Collection,"Traditional Pop, Jazz, Country, Pop",1
"Enna Solla (From ""Thangamagan"") [The New Life of Tamizh]",Anirudh Ravichander & Shweta Mohan,Mazhaikaalam (Unplugged),Tamil,1
Dil Darbadar - Songspk.name,Ankit Tiwari,PK (2014),Bollywood Music,1
Ini Achcham Achcham Illai,"Anuradha, GV. Prakash, Sujatha, Swetha, Esther,Sha",Indira,A.R.Rahman - Tamil,1
Side To Side (feat. Nicki Minaj),Ariana Grande,Dangerous Woman,Pop,1
P.Y.T. (Pretty Young Thing),Artie,"Glee: The Music, Volume 5",Soundtrack,1
One Love (People Get Ready),Artie & Puck,Glee: The Music Volume 4,Soundtrack,1
Vennila,Asha Bhosle,Iruvar,A.R.Rahman - Tamil,1
Porgy and Bess,Austin Symphonic Band,An Evening at the Opera,Classical,1
Ruku_Ruku,Avai Shanmugi,Tamil mp3,,1
Sk8er Boi (Recorded Live From Dublin),Avril Lavigne,My World (Live),Pop,1
How Does It Feel,Avril Lavigne,Under My Skin,Pop,1
Nobody's Home,Avril Lavigne,Under My Skin,Pop,1
Fall To Pieces,Avril Lavigne,Under My Skin,Pop,1
Nothin' On You (feat. Bruno Mars),B.o.B.,The Adventures Of Bobby Ray,Hip-Hop/Rap,1
Show me the meaning of being lonely,Back street boys,Millenium,newage,1
titanic medley,band,band,Band,1
Tell Him,Barbra Streisand & Celine Dion,My Love: Ultimate Essential Collection [Disc 1],Pop,1
Copacabana (At The Copa) [Original Version],Barry Manilow,The Greatest Songs Of The Seventies,Pop,1
Can't Smile Without You - Starsky & Hutch,Barry Manilow,Movie Hits Soundtrack Of Your Life,Soundtrack,1
Maxwell's Silver Hammer,The Beatles,Abbey Road,Rock,1
Octopus's Garden,The Beatles,Abbey Road,Rock,1
I Want You (She's So Heavy),The Beatles,Abbey Road,Rock,1
Here Comes The Sun,The Beatles,Abbey Road,Rock,1
I Will,The Beatles,The Beatles [White Album],Rock,1
Sexy Sadie,The Beatles,The Beatles [White Album] Disc 2,Rock,1
Let It Be,The Beatles,The Beatles 1,Rock,1
Everybody's Trying to Be My Baby,The Beatles,Beatles for Sale,Rock,1
I Me Mine,The Beatles,Let It Be,Rock,1
I've Got A Feeling,The Beatles,Let It Be,Rock,1
I Call Your Name,The Beatles,Past Masters - Volume One,Rock,1
Yes It Is,The Beatles,Past Masters - Volume One,Rock,1
I'm Down,The Beatles,Past Masters - Volume One,Rock,1
Misery,The Beatles,Please Please Me,Rock,1
A Taste Of Honey,The Beatles,Please Please Me,Rock,1
Good Day Sunshine,The Beatles,Revolver,"Rock , Psychedelic rock",1
I'm Only Sleeping,The Beatles,Revolver [2009 Stereo Remaster],Rock,1
Love You To,The Beatles,Revolver [2009 Stereo Remaster],Rock,1
Michelle,The Beatles,Rubber Soul,Rock,1
Nowhere Man,The Beatles,Rubber Soul [2009 Stereo Remaster],Rock,1
With A Little Help From My Friends,The Beatles,Sgt. Pepper's Lonely Hearts Club Band [2009 Stereo Remaster],Rock,1
It's All Too Much,The Beatles,Yellow Submarine,"Rock , Soundtrack",1
From Me To You,The Beatles,1,Pop,1
I Want To Hold Your Hand,The Beatles,1,Pop,1
Can't Buy Me Love,The Beatles,1,Pop,1
A Hard Day's Night,The Beatles,1,Rock,1
Get Back,The Beatles,1,Rock,1
How Deep Is Your Love,The Bee Gees,Number Ones,Rock,1
"Kaise Mujhe (from ""Ghajini"")",Benny Dayal & Shreya Ghoshal,A. R. Rahman Classics,Bollywood,1
Step Step Stop,"Benny Dayal, Megha",Kaavalan,Soundtrack,1
Spring Can Really Hang You Up The Most,Bette Midler,The Best Bette,Pop,1
Halo,Beyonce,I Am... Sasha Fierce Platinum Edition,R and B - Soul,1
Why Don't You Love Me,Beyonce,I Am... Sasha Fierce Platinum Edition,R and B - Soul,1
Disappear,Beyonce,I Am... Sasha Fierce Platinum Edition,R and B - Soul,1
Sway - America Pie,Bic Runga,Movie Hits Soundtrack Of Your Life,Soundtrack,1
Raajali,"Blaaze, Arjun Chandy, Sid Sriram & A. R. Rahman",2.0 (Original Motion Picture Soundtrack),Tamil,1
Blaze Of Glory,Bon Jovi,Cross Road,Rock,1
Someday I'll Be Saturday Night,Bon Jovi,Cross Road,Rock,1
Novocaine,Bon Jovi,Have A Nice Day,Rock,1
Always,Bon Jovi,This Left Feels Right,,1
Every Rose Has Its Thorn,Bon Jovi,,,1
Total Eclipse of the Heart,Bonnie Tyler,More Than A Feeling: The Greatest Rock Anthems Of All Time,Rock,1
Womanizer,Britney Spears,Circus,Pop,1
My Prerogative,Britney Spears,Greatest Hits: My Prerogative,Dance & House,1
Everytime,Britney Spears,Greatest Hits: My Prerogative,Dance & House,1
Oops!...I Did It Again,Britney Spears,Opps!...I Did It Again,Pop,1
Me Against The Music,Britney Spears Feat. Madonna,Greatest Hits: My Prerogative [Disc 1],Dance & House,1
Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans (Incl. Bonus),Pop,1
Just The Way You Are,Bruno Mars,2011 Grammy Nominees,Top 40,1
Brothers Under the Sun,Bryan Adams,Spirit: Stallion of the Cimarron,Soundtrack,1
CanadianBrass-SabreDance,Canadian Brass,Canadian Brass,Canadian Brass,1
Trumpet Voluntary,Canadian Brass,Canadian Brass Selections,Classical,1
Beethoven's Fifth Symphony,Canadian Brass,Canadian Brass Selections,Classical,1
Come Together,Canadian Brass,Celebration,Easy Listening,1
The Night Before Christmas,Canadian Brass,A Christmas Experiment,Easy Listening,1
Rudolph the Red-Nosed Reindeer,Canadian Brass,A Christmas Experiment,Easy Listening,1
"Lo, How a Rose E'er Blooming",Canadian Brass,A Christmas Experiment,Easy Listening,1
The Little Drummer Boy,Canadian Brass,A Christmas Experiment,Easy Listening,1
O Come All Ye Faithful,Canadian Brass,A Christmas Experiment,Easy Listening,1
Concerto for Two Trumpets in C: I. Allegro,Canadian Brass,Essential,Easy Listening,1
Concerto for Two Trumpets in C: III. Allegro,Canadian Brass,Essential,Easy Listening,1
The Well Tempered Clavier: Prelude No.2: Dixie Bach,Canadian Brass,Essential,Easy Listening,1
Flight of the Tuba Bee,Canadian Brass,,Classical,1
Love Can Move Mountains,Celine Dion,My Love: Ultimate Essential Collection,Pop,1
The Power Of Love,Celine Dion,My Love: Ultimate Essential Collection,Pop,1
You're My Inspiration,Chicago,,Classical,1
En Uyir Ennai,Chinmayee,Ra One,Soundtrack,1
"Kaathirunthaai Anbe (From ""Naveena Saraswathi Sabatham"")","Chinmayi, Nivas & Abhay Jodhpurkar",Love,Tamil,1
Shingu Lingu,Chitra,Alli Arjuna,A.R.Rahman - Tamil,1
Tu Mera Hai,"Chitra, SUkhwinder Singh & Naresh Iyer",Ada,A.R.Rahman - Hindi,1
A House Is Not a Home (Glee Cast Version),Chris Colfer & Cory Monteith,"Glee - The Music, Vol. 3 - Showstoppers",,1
ABC,Chris Colfer/Damian McGinty/Dianna Agron/Glee/Harry Shum/Jenna Ushkowitz,"Glee: The Music, Vol. 7 [Deluxe]",Soundtrack,1
Right Hand Man,"Christopher Jackson, Lin-Manuel Miranda, Leslie Odom, Jr. & Original Broadway Cast of Hamilton",Hamilton (Original Broadway Cast Recording),Soundtrack,1
I JUST WANNA SPEND MY LIFE WITH YOU,CLINTON CEREJO & DOMINIQUE CEREJO,NEAL 'N' NIKKI,Blues/R&B,1
Hurts Like Heaven (Live),Coldplay,Live 2012,Alternative,1
Viva la Vida (Live),Coldplay,Live 2012,Alternative,1
Charlie Brown (Live),Coldplay,Live 2012,Alternative,1
Us Against the World (Live),Coldplay,Live 2012,Alternative,1
Every Teardrop Is a Waterfall (Live),Coldplay,Live 2012,Alternative,1
Lovers in Japan/Reign of Love,Coldplay,Viva la Vida,Alternative Rock,1
Death and All His Friends,Coldplay,Viva la Vida,Alternative Rock,1
Track 04,Colonial Brothers,Colonial Brothers,Hindi,1
Track 05,Colonial Brothers,Colonial Brothers,Hindi,1
Track 07,Colonial Brothers,Colonial Brothers,Hindi,1
Track 07,Colonial Brothers,Colonial Brothers,Hindi,1
Track 08,Colonial Brothers,Colonial Brothers,Hindi,1
Track 09,Colonial Brothers,Colonial Brothers,Hindi,1
Track 11,Colonial Brothers,Colonial Brothers,Hindi,1
I'll Stand By You,Cory Monteith,Glee Disc 2,Awesome,1
TRUE COLORS,CYNDI LAUPER,True Colors,Pop,1
Rang De Basanti,"Daler Mehndi,Chitra",Rang De Basanti,A.R.Rahman - Hindi,1
If You're Not The One - Maid In Manhattan,Daniel Bedingfield,Movie Hits - Soundtrack Of Your Life,Soundtrack,1
Bad Day,Daniel Powter,You're Beautiful,Pop,1
Gone,Daughtry,Daughtry,Alternative,1
What'd I Miss,"Daveed Diggs, Leslie Odom, Jr., Okieriete Onaodowan & Original Broadway Cast of Hamilton",Hamilton (Original Broadway Cast Recording),Soundtrack,1
Light On,David Cook,David Cook,Alt. Rock,1
River Of Love,"David Foster Feat. Warren Wiebe, Bryan Adams & Hamish Stuart",River Of Love,Easy Listening,1
Toy Story,David Guetta,Nothing But The Beat,Dance,1
Don't Forget,Demi Lovato,Don't Forget,Pop,1
Sollamal Solluvan Dsp Mix,Devi Sri Prasad,Kandhasamy,,1
Kannazhaga,"Dhanush, Shruti Haasan",3,,1
I Say A Little Prayer - My Best Friend's Wedding,Diana King,Movie Hits Soundtrack Of Your Life,Soundtrack,1
Unbreak My Heart / Crazy / On The Radio Medley,Donna Summer And Seal,David Foster & Friends: Hit Man Returns,Pop,1
I'll Make A Man Out Of You [Mulan],Donny Osmond,Classic Disney: 60 Years of Musical Magic [Box Set],Children's Music,1
Mercy,Duffy,2009 Grammy Nominees,Pop,1
Sing A Song,Earth Wind & Fire,Greatest Hits,5,1
Boogie Wonderland,Earth Wind & Fire,Movie Hits - Soundtrack Of Your Life!,Unclassifiable,1
Barcelona,Ed Sheeran,÷ (Deluxe),Pop,1
Bibia Be Ye Ye,Ed Sheeran,÷ (Deluxe),Pop,1
Nancy Mulligan,Ed Sheeran,÷ (Deluxe),Pop,1
Save Myself,Ed Sheeran,÷ (Deluxe),Pop,1
Memory,Elaine Paige,Cats,Soundtrack,1
Nimrod,Elgar,The Most Relaxing Classical Album In The World Ever,Classical,1
Where To Start,Elin Ruth,CD 2,Unknown,1
Sorry Seems To Be The Hardest Word,Elton John,Greatest Hits 1970-2002,Rock,1
Circle Of Life,Elton John,The Lion King,Disney,1
Can You Feel The Love Tonight,Elton John,The Lion King,Disney,1
Can You Feel The Love Tonight,Elton John,Walt Disney's Love Hits,Soundtrack,1
Sacrifice,Elton John,Wings of Love,Pop,1
Always on My Mind,Elvis Presley,The Essential Elvis Presley (Remastered),,1
"9,000 Days (Acoustic)",Emile Welman,Invictus,Soundtrack/Score,1
All I Ask of You,Emmy Rossum,The Phantom of the Opera,Soundtrack,1
Think of Me,Emmy Rossum,The Phantom of the Opera,Soundtrack,1
The Phantom of the Opera,Emmy Rossum/Gerard Butler,The Phantom of the Opera,Soundtrack,1
Study for Three Hands,Ennio Morricone,The Legend of 1900 (OST),Soundtrack,1
1900's Madness #2,Ennio Morricone,The Legend of 1900 (OST),Soundtrack,1
Ships and Snow,Ennio Morricone,The Legend of 1900 (OST),Soundtrack,1
Wonderful Tonight [Live],Eric Clapton,You're Beautiful,Pop,1
Unchained Melody,Erich Kunzel: Cincinnati Pops Orchestra,The Very Best of Erich Kunzel - Top 20,Easy Listening,1
Introduction / Main Title From Star Wars,Erich Kunzel: Cincinnati Pops Orchestra,The Very Best of Erich Kunzel - Top 20,Easy Listening,1
Rota: The Godfather - Theme,Erich Kunzel: Cincinnati Pops Orchestra,The Very Best of Erich Kunzel - Top 20,Easy Listening,1
The Final Countdown (Piano),Europe,The Final Countdown,,1
Thriller/Heads Will Roll,"Finn, Artie, Santana, Rachel & Mercedes","Glee: The Music, Volume 5",Soundtrack,1
A Foggy Day,Frank Sinatra,The Very Best Of Frank Sinatra [Disc 1],Easy Listening,1
The Way You Look Tonight,Frank Sinatra,The Very Best Of Frank Sinatra [Disc 1],Easy Listening,1
Fly Me To The Moon (In Other Words),Frank Sinatra,The Very Best Of Frank Sinatra [Disc 1],Easy Listening,1
They Can't Take That Away From Me,Frank Sinatra,The Very Best Of Frank Sinatra [Disc 1],Easy Listening,1
My Kind Of Town,Frank Sinatra,The Very Best Of Frank Sinatra [Disc 1],Easy Listening,1
"Softly, As I Leave You",Frank Sinatra,The Very Best Of Frank Sinatra [Disc 2],Easy Listening,1
Summer Wind,Frank Sinatra,The Very Best Of Frank Sinatra [Disc 2],Easy Listening,1
love songs - Frank Sinatra - C,Frank Sinatra,,Other,1
Beauty School Dropout,Frankie Avalon,Grease (Soundtrack from the Mo,Soundtrack,1
Grease,Frankie Valli,Grease (Soundtrack from the Mo,Soundtrack,1
She Is,The Fray,How To Save A Life,Rock,1
All At Once,The Fray,How To Save A Life,Rock,1
Fall Away,The Fray,How To Save A Life,Rock,1
Heaven Forbid,The Fray,How To Save A Life,Rock,1
Look After You,The Fray,How To Save A Life,Rock,1
Hundred,The Fray,How To Save A Life,Rock,1
Vienna,The Fray,How To Save A Life,Rock,1
"Yathe Yathe (From ""Aadukalam"")",G. V. Prakash Kumar,Mazhaikaalam (Unplugged),Tamil,1
Out Of Reach - Bridget Jones Diary,Gabrielle,Movie Hits - Soundtrack Of Your Life,Soundtrack,1
Under Pressure,Galileo & Scaramouche,We Will Rock You: Rock Theatrical,Soundtrack,1
"Trumpet Concerto in D major, TWV 51:D7: Allegro",Georg Philipp Telemann,Trumpet Voluntary,Classical,1
"Trumpet Concerto in D major, TWV 51:D7: Allegro",Georg Philipp Telemann,Trumpet Voluntary,Classical,1
Nothing's Gonna Change My Love For You,George Benson,Love 101: 101 Ways To Say I Love You,Pop,1
Kaise Mujhe (Instrumental),Ghajini,Ghajini,A.R.Rahman - Hindi,1
Give Up the Funk,Glee (Cast Version),"Glee - The Music, Vol. 3 - Showstoppers",,1
Empire State Of Mind,Glee (Cast Version),Glee: The Music Volume 4,Soundtrack,1
Toxic,Glee (Cast Version),Glee: The Music Volume 4,Soundtrack,1
(I've Had) The Time Of My Life,Glee (Cast Version),Glee: The Music Volume 4,Soundtrack,1
Gold Digger,Glee Cast,Glee - The Music [Vol.1],Soundtracks,1
Halo & Walking On Sunshine,Glee Cast,Glee - The Music [Vol.1],Soundtracks,1
It's My Life & Confessions,Glee Cast,Glee - The Music [Vol.1],Soundtracks,1
Bust A Move,Glee Cast,"Glee : The Music, Volume 1",Pop,1
Fly / I Believe I Can Fly (Glee Cast Version),Glee Cast,Glee Season 3,Soundtrack,1
Jessie's Girl (Karaoke Version),Glee Cast,Glee the 3D Concert Movie (Motion Picture Soundtrack),Karaoke,1
Jessie's Girl (Karaoke Version),Glee Cast,Glee the 3D Concert Movie (Motion Picture Soundtrack),Karaoke,1
Safety Dance (Karaoke Version),Glee Cast,Glee the 3D Concert Movie (Motion Picture Soundtrack),Karaoke,1
Bohemian Rhapsody (Featuring Jonathan Groff),Glee Cast,"Glee: The Music, Journey To Regionals",Soundtrack,1
Dream a Little Dream,Glee Cast,"Glee: The Music, Love Songs",Soundtrack,1
Live While We're Young (Glee Cast Version),Glee Cast,"Glee: The Music, Season 4, Vol. 1",Pop,1
We Got the Beat (Glee Cast Version),Glee Cast,"Glee: The Music, The Complete Season Three",soundtrack,1
You Can't Stop the Beat (Glee Cast Version),Glee Cast,"Glee: The Music, The Complete Season Three",soundtrack,1
Somewhere (Glee Cast Version),Glee Cast,"Glee: The Music, The Complete Season Three",,1
Take My Breath Away (Glee Cast Version),Glee Cast,"Glee: The Music, The Complete Season Three",Soundtrack,1
Edge Of Glory,Glee Cast,"Glee: The Music, The Graduation Album",Soundtrack,1
Can't Fight This Feeling (Karaoke Version),Glee Cast,"Glee: The Music, Vol. 1",Karaoke,1
Hate On Me (Karaoke Version),Glee Cast,"Glee: The Music, Vol. 1",Karaoke,1
Bella notte (Glee Cast Version),Glee Cast,"Glee: The Music, Volume 6",Pop,1
I Only Have Eyes For You (Glee Cast Version),Glee Cast,S4E11 Sadie Hawkins,Soundtrack,1
Give Your Heart a Break (Glee Cast Version),Glee Cast,S4E4 The Break-Up,Soundtrack,1
Homeward Bound / Home (Glee Cast Version),Glee Cast,S4E8 Thanksgiving,Soundtrack,1
No Scrubs (Glee Cast Version),Glee Cast,S4E11 Sadie Hawkins,Soundtrack,1
A Thousand Years (Glee Cast Version),Glee Cast,S4E12 Naked,Soundtrack,1
Bring Him Home (Glee Cast - Rachel/Lea Michele solo version),Glee Cast,S4E13 Diva,Soundtrack,1
Diamonds Are a Girl's Best Friend / Material Girl (Glee Cast Version),Glee Cast,S4E15 Boys (And Girls) In Movies,Soundtrack,1
All That Jazz (Glee Cast Version) [feat. Kate Hudson],Glee Cast,S4E9 Swan Song,Soundtrack,1
Being Good Isn't Good Enough (Glee Cast Version),Glee Cast,S4E9 Swan Song,Soundtrack,1
Wannabe (Glee Cast Version),Glee Cast,S4E17 Guilty Pleasures,Soundtrack,1
Mamma Mia (Glee Cast Version),Glee Cast,S4E17 Guilty Pleasures,Soundtrack,1
Mercy (Karaoke Version),Glee Cast,,Karaoke,1
Maybe This Time,Glee Cast ft. Kristin Chenoweth,"Glee: The Music, Vol. 1",Pop,1
Run the World (Girls),Glee/Heather Morris,"Glee: The Music, Vol. 7 [Deluxe]",Soundtrack,1
"Jupiter, The Bringer of Jollity","Gustav Holst, Levine",The Planets Op32,classical,1
Symphony No. 10: III. Purgatorio (Allegretto moderato),Gustav Mahler,Symphony No.10 - Simon Rattle - Berlin Philharmonic Orchestra,Classical,1
Forget You,Gwyneth Paltrow & Glee Cast,Glee: The Music Volume 4,Soundtrack,1
"Mella Sirithai (From ""Kalyana Samayal Saadham"")",Haricharan & Chinmayi,Love,Tamil,1
Mazhaiye Mazhaiye-VmusiQ.Com,Hariharan,June R,StarMusiQ.Com,1
Vinaa Vinaa-StarMusiQ.Com,Hariharan,Papanasam,Tamil - StarMusiQ.Com,1
Saravana Samayal - TamilWire.com,Hariharan & Danush,Seedan,,1
Vennilave Tharaiyil,"Hariharan, Bombay Jayashri",Thuppakki,Soundtrack,1
Nila Kaikiradhu,Harini,Indira,A.R.Rahman - Tamil,1
Azhagana Rakshasiyea,Harini & S. P. Balasubrahmanyam,Mudhalvan (Original Motion Picture Soundtrack),Tamil,1
"Annul Maelae (From ""Vaaranam Aayiram"")",Harris Jayaraj & Sudha Raghunathan,Mazhaikaalam (Unplugged),Tamil,1
Thanjavoor Jillakkari,Hemachardra & Saindhavi,Sura,soundtrack,1
"Sonata for trumpet, 2 violins, viola & continuo in D major, Z. 850: II. Adagio",Henry Purcell,Trumpet Voluntary,Classical,1
Oh Ho Sanam Remix,"Himesh Reshmiyaa , Mahalaksmi Iyer",Dasavatharam,,1
Disney Piano Album,Hirohashi M,,,1
Another Mind,Hiromi Uehara,Another Mind,Jazz Fusion,1
Big Chill (Bonus Track),Hiromi Uehara,Spiral,Jazz Fusion,1
Time Travel,Hiromi Uehara,Time Control,Jazz Fusion,1
Clair De Lune,Hiromi's Sonicbloom,Beyond Standard,Jazz,1
Ue Wo Muite Aruko,Hiromi's Sonicbloom,Beyond Standard,Jazz,1
Suddenly,Hugh Jackman,Les Misérables: Highlights From The Motion Picture Soundtrack,Classic Pop Vocals,1
The Bishop,Hugh Jackman and Colm Wilkinson,Les Misérables: Highlights From The Motion Picture Soundtrack,Original Film/TV Music,1
The Confrontation,Hugh Jackman and Russell Crowe,Les Misérables: Highlights From The Motion Picture Soundtrack,Original Film/TV Music,1
Dancing in the Dark,Imagine Dragons,Evolve,Alternative,1
Tiptoe,Imagine Dragons,Night Visions,Alternative,1
Nothing Left to Say / Rocks,Imagine Dragons,Night Visions,Alternative,1
Shots,Imagine Dragons,Smoke + Mirrors (Deluxe),Alternative,1
Summer,Imagine Dragons,Smoke + Mirrors (Deluxe),Alternative,1
The Unknown,Imagine Dragons,Smoke + Mirrors (Deluxe),Alternative,1
Monster,Imagine Dragons,Smoke + Mirrors (Deluxe),Alternative,1
Air On The G String,J.S. Bach,The Most Relaxing Classical Album In The World Ever,Classical,1
You're Beautiful,James Blunt,You're Beautiful,Pop,1
You're Beautiful,James Blunt,2007 Grammy Nominees,Pop,1
I'm Yours,Jason Mraz,"We Sing, We Dance, We Steal Things",Rock,1
Lucky,Jason Mraz,"We Sing, We Dance, We Steal Things",Rock,1
Butterfly,Jason Mraz,"We Sing, We Dance, We Steal Things",Rock,1
Lucky,Jason Mraz,"We Sing, We Dance, We Steal Things","Alternative Rock , Blue-eyed Soul , Pop rock",1
If It Kills Me,Jason Mraz,"We Sing, We Dance, We Steal Things","Alternative Rock , Blue-eyed Soul , Pop rock",1
Raanjhanaa - DownloadMing.SE,Jaswinder Singh & Shiraz Uppal,Raanjhanaa (2013),DownloadMing.SE,1
Kollayile Thennai,Jayachandran,Kadhalan,A.R.Rahman - Tamil,1
True Colors,Jenna Noelle Ushkowitz,Glee Disc 1,Awesome,1
Tonight,Jenna Ushkowitz,Glee - The Music [Vol.1],Soundtracks,1
Trumpet Voluntary,Jeremiah Clarke,Trumpet Voluntary,Classical,1
Freaky,Jesse McCartney,Departure,Pop,1
Bleeding Love,Jesse McCartney,Departure,Pop,1
Feelin' You,Jesse McCartney,Right Where You Want Me,Pop,1
Look What You're Done,Jet,You're Beautiful,Pop,1
Jayam_KavithayeTheriyuma,Jeyam,,,1
I Can See Clearly Now,Jimmy Cliff,We All Are One: The Best of Jimmy Cliff,Reggae,1
Carbon Scoring,Jimmy Eat World,The Singles,Alt. Rock,1
Cautioneers,Jimmy Eat World,The Singles,Alt. Rock,1
Hush - Ki Moreru Hi No Roji,Joe Hisaishi,Best Selection,,1
I Stand Alone,Joe Hisaishi,Best Selection,,1
I Believe In You - Anata Ni Nara,Joe Hisaishi,Best Selection,,1
Girl,Joe Hisaishi,Best Selection,,1
GRANADA,Joe Hisaishi,Best Selection,,1
Piano (English Version),Joe Hisaishi,Best Selection,,1
Two Of Us,Joe Hisaishi,Best Selection,,1
Here We Are,Joe Hisaishi,Best Selection,,1
Labyrinth of Eden,Joe Hisaishi,Best Selection,,1
Summer,Joe Hisaishi,Melodyphony ~Best of Joe Hisaishi~,"Contemporary, Classical",1
The Furies,Joe Hisaishi,Princess Mononoke Original Soundtrack,Soundtrack,1
The Demon Power II,Joe Hisaishi,Princess Mononoke Original Soundtrack,Soundtrack,1
Requiem III,Joe Hisaishi,Princess Mononoke Original Soundtrack,Soundtrack,1
Princess Mononoke Theme Song II (Japanese),Joe Hisaishi,Princess Mononoke Original Soundtrack,Soundtrack,1
For You ¡Vºt«µ¡G’a€ì”z´f€l(€p´£µ^),Joe Hisaishi,The Best Collection,,1
Frigile Dream ¡Vºt«µ¡GANGELE DUBUAU ¡® LA PIERA,Joe Hisaishi,The Best Collection,,1
§Ï´a ¡VNHK€éπ@¡u–·€§¬Ö¡v,Joe Hisaishi,The Best Collection,,1
"Jesu, Joy Of Man's Desiring",Johann Sebastian Bach,The Most Relaxing Classical Album In The World Ever,Classical,1
Waiting On The World To Change,John Mayer,2007 Grammy Nominees,Pop,1
Prologue: Book Ⅱ And The Escape From The Dursleys,John Williams,Harry Potter And The Chamber Of Secrets,Soundtrack,1
Buckbeak's Flight,John Williams,Harry Potter and the Prisoner of Azkaban,Soundtrack,1
The Whomping Willow and the Snowball Fight,John Williams,Harry Potter and the Prisoner of Azkaban,Soundtrack,1
The Portrait Gallery,John Williams,Harry Potter and the Prisoner of Azkaban,Soundtrack,1
T-Rex Rescue & Finale,John Williams,Jurassic Park,Original Film/TV Music,1
Anakin's Theme,John Williams,Star Wars I - The Phantom Menace OST,Soundtrack,1
Anakin And Padme,John Williams,Star Wars II - Attack Of The Clones OST,Soundtrack,1
Anakin's Dream,John Williams,Star Wars III - Revenge Of The Sith OST,Soundtrack,1
The Birth Of The Twins And Padme's Destiny,John Williams,Star Wars III - Revenge Of The Sith OST,Soundtrack,1
Imperial Attack,John Williams,Star Wars IV - A New Hope OST,Soundtrack,1
The Desert And The Robot Auction,John Williams,Star Wars IV - A New Hope OST,Soundtrack,1
The Little People Work,John Williams,Star Wars IV - A New Hope OST,Soundtrack,1
Rescue Of The Princess,John Williams,Star Wars IV - A New Hope OST,Soundtrack,1
Twentieth Century Fox Theme,John Williams,Star Wars V - The Empire Strikes Back OST,Soundtrack,1
Yoda's Theme,John Williams,Star Wars V - The Empire Strikes Back OST,Soundtrack,1
Twentieth Century Fox Theme,John Williams,Star Wars VI - Return Of The Jedi OST,Soundtrack,1
The Death Of Yoda,John Williams,Star Wars VI - Return Of The Jedi OST,Soundtrack,1
Into The Trap,John Williams,Star Wars VI - Return Of The Jedi OST,Soundtrack,1
Through The Flames,John Williams,Star Wars VI - Return Of The Jedi OST,Soundtrack,1
Leia Breaks The News / Funeral Pyre For A Jedi,John Williams,Star Wars VI - Return Of The Jedi OST,Soundtrack,1
I Know Him,Jonathan Groff,Hamilton (Original Broadway Cast Recording),Soundtrack,1
Original Rags,"Joplin, Scott",Ragtime: Original piano rolls (1896-1917),Rag,1
Un Dia Llegara,Josh Groban,awake,Classical,1
Anthem Live - From Chess In Concert,Josh Groban,Josh Groban A Collection [Disc 1],Classical,1
Petit Papa Noël,Josh Groban,Josh Groban A Collection [Disc 2],Holiday,1
To Make You Feel My Love,Josh Kelley,A Cinderella Story,Pop,1
Eenie Meenie,Justin Bieber,My World 2.0,Pop,1
why when how,Justin Timberlake,R'n'B,R&B,1
Sexy Back,Justin Timberlake ft. Timbaland,FutureSex/LoveSounds,Pop,1
